Company name,Street address,City,State,Zip,County,Mailing Address,Mailing City,Mailing State,Mailing Zip,Phone,Web Address,Contact Email,Headquarters,Year Founded,Services Offered,Firm Characteristics,Ownership Type,Employees Local,Employees Statewide,Employees Worldwide,Universal Employees,Revenue volume 2021 Companywide,Revenue volume 2020,Universal Revenue,Leadership Executive(s)First name,Leadership Executive(s)Middle Name,Leadership Executive(s)Last name,Leadership Executive(s)Suffix,Leadership Executive(s)Title,Leadership Executive(s)Email,Leadership Executive(s)Phone,Footnotes
Freehold Savings Bank,68 W. Main St.,Freehold,New Jersey,07728-2196,Monmouth,,,,,(732) 462-6700,www.freeholdsavingsbank.com,,,1853,,,,,,,,,,,James,H.,Wainwright,,President and CEO,,,
French & Parrello Associates,"1800 Route 34, Suite 101",Wall,New Jersey,07719,Monmouth,,,,,(732) 312-9800,www.fpaengineers.com,info@fpaengineers.com,Wall Township,1974,Full-service engineering and consulting firm providing multi-discipline services to clients within the private and public sectors.,,Private; Corporation,,170,,185,29500000,28800000,31700000,Steven,A.,Tardy,,President & CEO,steven.tardy@fpaengineers.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Friedman LLP,"100 Eagle Rock Ave., Suite 200",East Hanover,New Jersey,07936,Morris,,East Hanover,,,(973) 929-3500,www.friedmanllp.com,info@friedmanllp.com,,1924,"Accounting, Tax and Business Consulting",,Private,,,,,145000000,135000000,,Federick,,Berk,,Co-managing partner,fberk@friedmanllp.com,,"Company name: On May 3, 2022, Marcum LLP and Friedman LLP announced that they are in advanced discussions related to a proposed transaction in which Friedman will merge into Marcum; the merger is anticipated to close in the summer of 2022. The merger of Marcum LLP and Friedman LLP is now complete, effective as of September 1. The combination of these two leading national accounting and advisory firms establishes Marcum as a top-12 firm with approximately $1 billion in annual revenue and a team of more than 3,500."
Friedman LLP,"100 Eagle Rock Ave., Suite 200",East Hanover,New Jersey,07936,Morris,,East Hanover,,,(973) 929-3500,www.friedmanllp.com,info@friedmanllp.com,,1924,"Accounting, Tax and Business Consulting",,Private,,,,,145000000,135000000,,Harriet,,Greenberg,,Co-managing partner,,,"Company name: On May 3, 2022, Marcum LLP and Friedman LLP announced that they are in advanced discussions related to a proposed transaction in which Friedman will merge into Marcum; the merger is anticipated to close in the summer of 2022. The merger of Marcum LLP and Friedman LLP is now complete, effective as of September 1. The combination of these two leading national accounting and advisory firms establishes Marcum as a top-12 firm with approximately $1 billion in annual revenue and a team of more than 3,500."
FrontEnd Graphics Inc.,"1951 Old Cuthbert Road, Suite 414",Cherry Hill,New Jersey,08034-1439,Camden,,,,,(856) 547-1600,www.frontendgraphics.com,bettymaul@frontendgraphics.com,,1993,Advertising/print shop digital and traditional print and large output. Document management for print and online. Print finishing mail and more,Certified Woman-owned,Private; Corporation,,5,,5,650000,525000,825000,Elizabeth,,Maul,,Owner and president,bettymaul@frontendgraphics.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Fulton Bank,"533 Fellowship Road, Suite 250",Mount Laurel,New Jersey,08054,Burlington,,,,,(856) 787-6200,www.fultonbanknj.com,lnewlin@the bankonline.com,,2011,Brian J. Phillips and Patricia A. Phillips,,,,,,,,,,George,,Robostello,,Executive vice president and regional president,,,
Fulton Bank,"533 Fellowship Road, Suite 250",Mount Laurel,New Jersey,08054,Burlington,,,,,(856) 787-6200,www.fultonbanknj.com,lnewlin@the bankonline.com,,2011,Brian J. Phillips and Patricia A. Phillips,,,,,,,,,,Angela,,Snyder,,Chair and CEO,,,
Future Entheogenic Medicines LLC,"44 Rome St., Suite 10",Newark,New Jersey,07105,Essex,"44 Rome St., Sutie 10",Newark,New Jersey,07105,(973) 344-1221,futureentheogenicmedicines.com,gaetanothcbd@gmail.com,Newark,2022,"Research incubator, informational/educational event promotor for Cannabis and Entheogenic Medicines.",Certified Woman-owned,Private,,1,,1,0,0,,Gaetano,G.,Lardieri,,Special Executive Advisor,gaetanothcbd@gmail.com,,"Universal Employees: Source: # Employees, Statewide (2023)"
Future Entheogenic Medicines LLC,"44 Rome St., Suite 10",Newark,New Jersey,07105,Essex,"44 Rome St., Sutie 10",Newark,New Jersey,07105,(973) 344-1221,futureentheogenicmedicines.com,gaetanothcbd@gmail.com,Newark,2022,"Research incubator, informational/educational event promotor for Cannabis and Entheogenic Medicines.",Certified Woman-owned,Private,,1,,1,0,0,,Gianna,M.,Nilio,,CEO,,,"Universal Employees: Source: # Employees, Statewide (2023)"
Gaeta Recycling Co. Inc.,278 W. Railway Ave.,Paterson,New Jersey,07503-1324,Passaic,,,,,(973) 278-6625,www.gaetarecycling.com,info@gaetarecycling.com,,1973,,,Private,,,,,,,,Michael,,Muyala,,Manager,mikem@gaetarecycling.com,(973) 278-6625 ext 28,
Gaeta Recycling Co. Inc.,278 W. Railway Ave.,Paterson,New Jersey,07503-1324,Passaic,,,,,(973) 278-6625,www.gaetarecycling.com,info@gaetarecycling.com,,1973,,,Private,,,,,,,,Michael,,Portannese,,President,,,
Garden Commercial Properties,820 Morris Turnpike,Short Hills,New Jersey,07078,Essex,820 Morris Turnpike,Short Hills,New Jersey,07078,(973) 467-5000,www.gardencommercial.com,retail@gardenhomes.com,,1955,Retail and office owner/developer/management,Family-owned,Private,,,,,,,,Leonard,,Wilf,,,,,
Garden Commercial Properties,820 Morris Turnpike,Short Hills,New Jersey,07078,Essex,820 Morris Turnpike,Short Hills,New Jersey,07078,(973) 467-5000,www.gardencommercial.com,retail@gardenhomes.com,,1955,Retail and office owner/developer/management,Family-owned,Private,,,,,,,,Mark,,Wilf,,,,,
Garden Commercial Properties,820 Morris Turnpike,Short Hills,New Jersey,07078,Essex,820 Morris Turnpike,Short Hills,New Jersey,07078,(973) 467-5000,www.gardencommercial.com,retail@gardenhomes.com,,1955,Retail and office owner/developer/management,Family-owned,Private,,,,,,,,Zygi,,Wilf,,,,,
Garden Savings Federal Credit Union,129 Littleton Road,Parsippany,New Jersey,07054-1869,Morris,,,,,(973) 576-2000,www.gardensavingsfcu.org,MemberServices@gardensavingsfcu.com,,1968,,,Nonprofit,,66,,64,,,,Louis,,Vetere,,President and CEO,,,"Universal Employees: Source: # Employees, Statewide (2023)"
Garden State Home Loans Inc.,"2091 Springdale Road, Suite 16",Cherry Hill,New Jersey,08003,Camden,,,,,(866) 604-5465,www.gardenstateloans.com,info@gardenstateloans.com,,2011,,,Private,,,,,,,,Justin,,DeJoseph,,President and CEO,,,
Garden State Laboratories,410 Hillside Ave.,Hillside,New Jersey,07205,Union,,,,,(800) 273-8901,www.gslabs.com,hklein@gslabs.com,HIllside,1943,Bacteriological and chemical analytical testing laboratories,,Private; Corporation,,,,99,8800000,,11000000,Harvey,,Klein,,Lab Director,hklein@gslabs.com,(800) 273-8901,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
The Garibaldi Group LLC,14 Fairmount Ave.,Chatham,New Jersey,07928,Morris,14 Fairmount Ave.,Chatham,New Jersey,07928,(973) 635-0303,www.thegaribaldigroup.com,info@garibaldi.com,,1919,,,Private,,,,10,4500000,4500000,4000000,Jeff,J.,Garibaldi,,CEO,jeffg@garibaldi.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
The Garibaldi Group LLC,14 Fairmount Ave.,Chatham,New Jersey,07928,Morris,14 Fairmount Ave.,Chatham,New Jersey,07928,(973) 635-0303,www.thegaribaldigroup.com,info@garibaldi.com,,1919,,,Private,,,,10,4500000,4500000,4000000,Jeffrey,J.,Garibaldi,Jr.,President,jeffrey@garibaldi.com,973-507-0365,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
The Garibaldi Group LLC,14 Fairmount Ave.,Chatham,New Jersey,07928,Morris,14 Fairmount Ave.,Chatham,New Jersey,07928,(973) 635-0303,www.thegaribaldigroup.com,info@garibaldi.com,,1919,,,Private,,,,10,4500000,4500000,4000000,Peter,,Blanchard,,Partner,blanchard@garibaldi.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
The Garibaldi Group LLC,14 Fairmount Ave.,Chatham,New Jersey,07928,Morris,14 Fairmount Ave.,Chatham,New Jersey,07928,(973) 635-0303,www.thegaribaldigroup.com,info@garibaldi.com,,1919,,,Private,,,,10,4500000,4500000,4000000,James,J.,Garibaldi,,Chairman,jimg@garibaldi.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Gaslight Brewery,15 S. Orange Ave.,South Orange,New Jersey,07079,Essex,15 S. Orange Ave.,South Orange,New Jersey,07079,(973) 762-7077,www.gaslightbrewery.com,u-brew@gaslightbrewery.com,South Orange,1998,Brewpub,Certified Veteran-owned,Private,,6,,13,334000,185000,720000,Daniel,Joseph,Soboti,Jr.,President,,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Gaslight Brewery,15 S. Orange Ave.,South Orange,New Jersey,07079,Essex,15 S. Orange Ave.,South Orange,New Jersey,07079,(973) 762-7077,www.gaslightbrewery.com,u-brew@gaslightbrewery.com,South Orange,1998,Brewpub,Certified Veteran-owned,Private,,6,,13,334000,185000,720000,Cynthia,,Soboti,,Vice President,,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Gateway Regional Chamber of Commerce,135 Jefferson Ave.,Elizabeth,New Jersey,07207-0300,Union,P.O. Box 300,Elizabeth,New Jersey,07207,(908) 352-0900,www.gatewaychamber.com,info@gatewaychamber.com,,1911,,,,,,,4,,,,Camila,,Cuevas,,Vice President,camilacuevas@gatewaychamber.com,908-352-0900,"Universal Employees: Source: # Employees, Statewide (2023)"
GE Chaplin Inc.,"4 Walter Foran Blvd., Suite 406",Flemington,New Jersey,08822,Hunterdon,,,,,(908) 788-0749,www.gechaplin.com,,,1988,Metal & Chemical raw materials for industry,,Private,,14,,,71000000,45000000,,Gregg,,Chaplin,,President and CEO,gec@gechaplin.com,,
Gebroe-Hammer Associates,"2 W. Northfield Road, 3rd Floor",Livingston,New Jersey,07039,Essex,"2 W. Northfield Road, 3rd Floor",Livingston,New Jersey,07039,(973) 994-4500,www.gebroehammer.com,info@gebroehammer.com,Livingston,1975,Gebroe-Hammer Associates is the multifamily-focused investment brokerage firm leader specializing in high-rise and garden-apartment properties.,,Private,,,,18,0,,,Joseph,,Brecher,,Executive Managing Director,,,"Universal Employees: Source: # Employees, Statewide (2023)"
Gebroe-Hammer Associates,"2 W. Northfield Road, 3rd Floor",Livingston,New Jersey,07039,Essex,"2 W. Northfield Road, 3rd Floor",Livingston,New Jersey,07039,(973) 994-4500,www.gebroehammer.com,info@gebroehammer.com,Livingston,1975,Gebroe-Hammer Associates is the multifamily-focused investment brokerage firm leader specializing in high-rise and garden-apartment properties.,,Private,,,,18,0,,,David,,Oropeza,,Executive Managing Director,,,"Universal Employees: Source: # Employees, Statewide (2023)"
Gebroe-Hammer Associates,"2 W. Northfield Road, 3rd Floor",Livingston,New Jersey,07039,Essex,"2 W. Northfield Road, 3rd Floor",Livingston,New Jersey,07039,(973) 994-4500,www.gebroehammer.com,info@gebroehammer.com,Livingston,1975,Gebroe-Hammer Associates is the multifamily-focused investment brokerage firm leader specializing in high-rise and garden-apartment properties.,,Private,,,,18,0,,,Ken,,Uranowitz,,President,kuranowitz@gebroehammer.com,,"Universal Employees: Source: # Employees, Statewide (2023)"
Gellert Global Group and Affiliates,1 Atalanta Plaza,Elizabeth,New Jersey,07206,Union,,,,,(908) 351-8000,www.atalantacorp.com; www.gellertglobalgroup.com,info@atalanta1.com,Elizabeth,1945,"Food importer of cheeses, meats, grocery and frozen seafood for food service, distribution, retail and manufacturing",Family-owned,Private,,1815,,480,1600000000,1405000000,1729000000,George,G.,Gellert,,Chairman of the Board,ggellert@atalanta1.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Gellert Global Group and Affiliates,1 Atalanta Plaza,Elizabeth,New Jersey,07206,Union,,,,,(908) 351-8000,www.atalantacorp.com; www.gellertglobalgroup.com,info@atalanta1.com,Elizabeth,1945,"Food importer of cheeses, meats, grocery and frozen seafood for food service, distribution, retail and manufacturing",Family-owned,Private,,1815,,480,1600000000,1405000000,1729000000,Amy,Gellert,Lebovitz,,Vice President for Strategic Inititatives,agellertlebovitz@gellertglobalgroup.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Gellert Global Group and Affiliates,1 Atalanta Plaza,Elizabeth,New Jersey,07206,Union,,,,,(908) 351-8000,www.atalantacorp.com; www.gellertglobalgroup.com,info@atalanta1.com,Elizabeth,1945,"Food importer of cheeses, meats, grocery and frozen seafood for food service, distribution, retail and manufacturing",Family-owned,Private,,1815,,480,1600000000,1405000000,1729000000,Thomas,,DeCarlo,,CFO,tdecarlo@atalanta1.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Gellert Global Group and Affiliates,1 Atalanta Plaza,Elizabeth,New Jersey,07206,Union,,,,,(908) 351-8000,www.atalantacorp.com; www.gellertglobalgroup.com,info@atalanta1.com,Elizabeth,1945,"Food importer of cheeses, meats, grocery and frozen seafood for food service, distribution, retail and manufacturing",Family-owned,Private,,1815,,480,1600000000,1405000000,1729000000,Thomas,S.,Gellert,,President,tgellert@atalanta1.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Gellert Global Group and Affiliates,1 Atalanta Plaza,Elizabeth,New Jersey,07206,Union,,,,,(908) 351-8000,www.atalantacorp.com; www.gellertglobalgroup.com,info@atalanta1.com,Elizabeth,1945,"Food importer of cheeses, meats, grocery and frozen seafood for food service, distribution, retail and manufacturing",Family-owned,Private,,1815,,480,1600000000,1405000000,1729000000,Andrew,M.,Gellert,,President,agellert@atalanta1.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Gellert Global Group and Affiliates,1 Atalanta Plaza,Elizabeth,New Jersey,07206,Union,,,,,(908) 351-8000,www.atalantacorp.com; www.gellertglobalgroup.com,info@atalanta1.com,Elizabeth,1945,"Food importer of cheeses, meats, grocery and frozen seafood for food service, distribution, retail and manufacturing",Family-owned,Private,,1815,,480,1600000000,1405000000,1729000000,Robert,,Gellert,,Executive Vice President,bgellert@atalanta1.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Geltrude & Co. LLC,513 Franklin Ave.,Nutley,New Jersey,07110,Essex,,,,,(973) 667-9100,www.geltrude.com,Info@Geltrude.com,,1995,Accounting services,,Private,,40,,,,,,Daniel,J.,Geltrude,,Managing Partner,DGeltrude@Geltrude.com,,
Genova Burns LLC,494 Broad St.,Newark,New Jersey,07102,Essex,,Newark,,,(973) 533-0777,www.genovaburns.com,,,1989,Law firm,,Private,,,,,,,,Angelo,J.,Genova,,"Founder, chairman and managing partner",agenova@genovaburns.com,,
Genova Burns LLC,494 Broad St.,Newark,New Jersey,07102,Essex,,Newark,,,(973) 533-0777,www.genovaburns.com,,,1989,Law firm,,Private,,,,,,,,James,M.,Burns,,Partner and Co-Founder,jburns@genovaburns.com,,
Gensler,"10 N. Park Place, Suite 400",Morristown,New Jersey,07960,Morris,,Morristown,,,(973) 290-8500,www.gensler.com/offices/morristown-nj,reid_brockmeier@gensler.com,,1965,Architecture and Interior Design,,Private,,103,,103,,,,Roger,,Smith,,Principal,roger_smith@gensler.com,,"Universal Employees: Source: # Employees, Statewide (2022)"
Gensler,"10 N. Park Place, Suite 400",Morristown,New Jersey,07960,Morris,,Morristown,,,(973) 290-8500,www.gensler.com/offices/morristown-nj,reid_brockmeier@gensler.com,,1965,Architecture and Interior Design,,Private,,103,,103,,,,Dana,,Nalbantian,,Principal,dana_nalbantian@gensler.com,,"Universal Employees: Source: # Employees, Statewide (2022)"
Gensler,"10 N. Park Place, Suite 400",Morristown,New Jersey,07960,Morris,,Morristown,,,(973) 290-8500,www.gensler.com/offices/morristown-nj,reid_brockmeier@gensler.com,,1965,Architecture and Interior Design,,Private,,103,,103,,,,Brenda,,Nyce-Taylor,,"Principal, Managing Director",brenda_nyce-taylor@gensler.com,,"Universal Employees: Source: # Employees, Statewide (2022)"
Gensler,"10 N. Park Place, Suite 400",Morristown,New Jersey,07960,Morris,,Morristown,,,(973) 290-8500,www.gensler.com/offices/morristown-nj,reid_brockmeier@gensler.com,,1965,Architecture and Interior Design,,Private,,103,,103,,,,Becky,,Button,,"Principal, Managing Director",becky_button@gensler.com,,"Universal Employees: Source: # Employees, Statewide (2022)"
Gensler,"10 N. Park Place, Suite 400",Morristown,New Jersey,07960,Morris,,Morristown,,,(973) 290-8500,www.gensler.com/offices/morristown-nj,reid_brockmeier@gensler.com,,1965,Architecture and Interior Design,,Private,,103,,103,,,,Reid,,Brockmeier,,"Principal, Managing Director",reid_brockmeier@gensler.com,,"Universal Employees: Source: # Employees, Statewide (2022)"
Gensler,"10 N. Park Place, Suite 400",Morristown,New Jersey,07960,Morris,,Morristown,,,(973) 290-8500,www.gensler.com/offices/morristown-nj,reid_brockmeier@gensler.com,,1965,Architecture and Interior Design,,Private,,103,,103,,,,Steven,,Bitterman,,Principal,steven_bitterman@gensler.com,,"Universal Employees: Source: # Employees, Statewide (2022)"
George Walker Field Inc. DBA Somerset Air Service,150 Airport Road,Bedminster,New Jersey,07921,Somerset,P.O. Box 1007,Bedminster,,07921,(908) 722-2444,www.somersetairport.com,SMQ@somersetairport.com,Bedminster NJ,1946,"General Aviaion Airport Operator, Flight School, Aircraft Maintenance/Avionics Service Provider",,Private; Corporation,,,,24,4049000,,3757000,Chris,,Walker,,President,,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
George Walker Field Inc. DBA Somerset Air Service,150 Airport Road,Bedminster,New Jersey,07921,Somerset,P.O. Box 1007,Bedminster,,07921,(908) 722-2444,www.somersetairport.com,SMQ@somersetairport.com,Bedminster NJ,1946,"General Aviaion Airport Operator, Flight School, Aircraft Maintenance/Avionics Service Provider",,Private; Corporation,,,,24,4049000,,3757000,Steven,,Parker,,CEO/Treasurer,SMQ@somersetairport.com,(908) 722-2444,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Georgian Court University,900 Lakewood Ave.,Lakewood,New Jersey,08701-2697,Ocean,,,,,(732) 987-2700,www.georgian.edu,admissions@georgian.edu,,1908,,,Nonprofit,,,,257,,,,Joseph,R.,Marbach,,President,,,"Universal Employees: Source: # Employees, Statewide (2023)"
